srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
3024286,AJ,27,110034,233,233,131,B,ADLD,132001,3/10/2018,1/27/2018,3/27/2018,4388,3/31/2018,16
3038796,AJ,27,110034,233,233,131,A,ADLD,110033,6/4/2017,6/2/2017,3/30/2018,4388,4/5/2018,10
3080082,S,24,110092,233,233,228,A,ADLD,700030,5/8/2017,4/19/2017,4/12/2018,4150,4/13/2018,11
3073355,AJ,23,400001,233,233,228,A,ADLD,411014,1/30/2018,11/24/2017,4/10/2018,4398,4/13/2018,9
2847906,AN,21,110015,233,233,131,A,ADLD,110043,10/23/2017,10/18/2017,2/7/2018,4580,2/10/2018,8
2873409,AN,21,110015,233,233,131,A,ADLD,201309,2/26/2017,2/17/2017,2/15/2018,4580,3/6/2018,10
2938886,AN,21,110015,233,233,131,B,ADLD,208003,9/28/2017,9/24/2017,3/4/2018,4580,3/7/2018,9
2972379,AJ,2,110018,233,233,131,B,ADLD,132103,1/31/2018,1/30/2018,3/12/2018,4388,3/15/2018,16
3073487,C,9,411016,233,233,131,A,ADLD,411009,1/18/2018,12/7/2017,4/10/2018,4548,4/13/2018,13
2839665,AI,6,160059,233,233,131,C,ADLD,141121,12/16/2017,12/16/2017,2/5/2018,4437,2/20/2018,17
2906217,Z,1,400059,233,233,131,A,ADLD,400057,8/15/2017,8/15/2017,2/25/2018,4392,3/5/2018,15
2900174,C,2,110018,233,245,131,A,ADLD,110091,5/27/2017,5/27/2017,2/23/2018,4550,3/3/2018,15
2825188,AJ,2,110018,233,233,228,A,ADLD,122001,7/15/2017,2/26/2017,1/31/2018,4388,2/1/2018,8
3016892,Y,7,500004,233,233,131,A,ADLD,500072,7/26/2017,7/21/2017,3/25/2018,4403,3/27/2018,7
3017548,AN,21,110015,233,233,131,A,ADLD,122001,5/5/2017,5/3/2017,3/25/2018,4580,4/6/2018,7
2851811,AN,22,400104,233,233,131,A,ADLD,400101,4/5/2017,4/3/2017,2/8/2018,4581,2/13/2018,11
2888438,AN,2,110018,233,233,131,A,ADLD,110018,4/10/2017,3/30/2017,2/20/2018,4147,2/22/2018,10
2902633,C,2,110018,233,233,131,A,ADLD,110033,4/15/2017,4/15/2017,2/23/2018,4094,3/3/2018,13
2910154,AJ,2,110018,233,233,131,A,ADLD,201301,5/6/2017,5/2/2017,2/26/2018,4388,3/3/2018,12
2970931,AD,3,560011,233,233,131,A,ADLD,560040,1/27/2018,12/15/2017,3/12/2018,4468,3/14/2018,15
2928998,Y,3,560011,233,233,131,A,ADLD,560034,2/3/2018,9/28/2017,3/1/2018,4467,3/10/2018,8
2948577,C,2,110018,233,233,131,A,ADLD,110033,2/5/2018,10/28/2017,3/7/2018,4550,3/9/2018,20
2959808,C,12,302006,233,233,131,A,ADLD,302019,1/11/2018,5/12/2017,3/9/2018,4453,3/15/2018,14
2948789,C,2,110018,233,233,131,A,ADLD,201306,2/6/2018,6/2/2017,3/7/2018,4094,3/17/2018,17
2903932,H,1,400059,233,233,131,B,ADLD,342008,11/7/2016,10/24/2016,2/24/2018,4011,3/6/2018,15
2993857,J,2,110018,233,233,131,B,ADLD,243006,7/20/2017,7/10/2017,3/18/2018,5138,3/21/2018,17
3024949,AN,22,400104,233,233,131,B,ADLD,453771,6/19/2017,6/16/2017,3/27/2018,4581,3/31/2018,14
3044746,C,2,110018,233,233,131,A,ADLD,110078,4/24/2017,4/21/2017,4/1/2018,4091,4/4/2018,11
3030464,C,12,302006,233,233,228,A,ADLD,302021,9/30/2017,8/21/2016,3/28/2018,4453,3/31/2018,12
3050209,AJ,7,500004,233,233,228,D,ADLD,521201,2/24/2018,2/24/2018,4/3/2018,4474,4/6/2018,16
3044537,C,2,110018,233,233,131,B,ADLD,123401,12/15/2016,12/9/2016,4/1/2018,4091,4/11/2018,11
3039270,AN,21,110015,0,245,131,A,ADLD,110025,10/3/2017,9/30/2017,3/30/2018,4580,4/4/2018,6
3039270,AN,21,110015,233,245,131,A,ADLD,110025,10/3/2017,9/30/2017,3/30/2018,4580,4/4/2018,6
2818899,AJ,3,560011,233,233,131,A,ADLD,560098,12/11/2017,5/4/2017,1/30/2018,4460,2/6/2018,7
2926979,AN,21,110015,233,233,131,A,ADLD,110094,12/19/2017,12/16/2017,3/1/2018,4580,3/12/2018,9
2836980,AJ,7,500004,233,233,131,A,ADLD,500079,12/14/2017,12/11/2017,2/3/2018,4474,2/5/2018,8
2976847,AN,22,400104,233,233,131,A,ADLD,400092,5/4/2017,5/3/2017,3/13/2018,4581,3/22/2018,13
3082236,AA,24,110092,233,233,131,A,ADLD,110043,7/7/2017,8/12/2016,4/13/2018,4150,4/18/2018,10
3023372,AN,21,110015,233,233,131,C,ADLD,141016,6/19/2017,9/19/2016,3/26/2018,4580,4/1/2018,10
2962328,AN,21,110015,233,233,131,A,ADLD,201002,4/29/2017,4/21/2017,3/10/2018,4580,3/15/2018,7
2994668,V,6,160059,233,233,131,B,ADLD,140412,1/16/2018,1/16/2018,3/19/2018,4439,3/22/2018,12
3011007,AN,6,160059,233,233,131,B,ADLD,160101,4/17/2017,4/14/2017,3/23/2018,4441,3/31/2018,10
2904371,AN,17,800001,233,233,131,B,ADLD,842001,8/14/2017,8/9/2017,2/24/2018,4538,2/26/2018,14
2958422,AA,7,500004,233,233,131,A,ADLD,500035,7/26/2017,7/25/2017,3/9/2018,4479,3/29/2018,11
3077815,C,2,110018,233,233,131,A,ADLD,110091,7/3/2016,7/3/2016,4/12/2018,4091,4/17/2018,13
2865384,AJ,12,302006,233,233,228,A,ADLD,302017,1/10/2018,9/25/2016,2/13/2018,4407,2/15/2018,10
2949609,AN,22,400104,233,233,131,A,ADLD,411005,7/28/2016,7/27/2016,3/7/2018,4581,3/16/2018,13
3019954,AN,21,110015,233,233,131,C,ADLD,141006,2/2/2018,7/21/2017,3/26/2018,4580,3/28/2018,15
2890413,J,2,110018,233,233,228,A,ADLD,122015,5/18/2017,2/28/2017,2/20/2018,4154,2/22/2018,14
2934870,AE,2,110018,233,233,228,A,ADLD,201005,10/27/2017,10/20/2017,3/3/2018,4093,3/5/2018,10
2869935,AI,17,800001,233,233,131,C,ADLD,834010,12/15/2017,12/15/2017,2/14/2018,4370,2/21/2018,18
2905447,AN,22,400104,233,233,131,B,ADLD,394101,2/8/2017,2/4/2017,2/24/2018,4581,3/9/2018,15
2858303,AI,1,400059,233,233,131,A,ADLD,400605,1/23/2018,1/23/2018,2/10/2018,4398,2/18/2018,11
2939071,AJ,23,400001,233,233,228,A,ADLD,401105,8/15/2017,8/15/2017,3/4/2018,4398,3/17/2018,12
2984403,AN,26,560066,233,233,131,A,ADLD,600023,8/21/2017,8/19/2017,3/15/2018,5001,3/20/2018,9
2983385,C,2,110018,233,233,228,A,ADLD,201301,2/21/2018,4/21/2017,3/15/2018,4550,3/31/2018,11
3066136,AN,21,110015,233,233,131,A,ADLD,121002,6/4/2017,6/3/2017,4/8/2018,4580,4/15/2018,8
3065838,AJ,27,110034,233,233,228,A,ADLD,110029,9/14/2017,5/17/2017,4/8/2018,4388,4/12/2018,11
2888831,AN,3,560011,233,245,131,A,ADLD,560100,7/7/2017,7/5/2017,2/20/2018,4467,2/24/2018,7
2956247,AJ,2,110018,233,245,131,A,ADLD,110031,6/1/2017,5/28/2017,3/8/2018,4388,3/10/2018,15
3011248,AN,26,560066,233,245,131,A,ADLD,560040,7/14/2016,7/9/2016,3/23/2018,5001,4/3/2018,9
2922530,AN,21,110015,233,233,131,A,ADLD,110052,12/18/2017,12/17/2017,2/28/2018,4580,3/3/2018,11
2938558,AN,21,110015,233,233,131,A,ADLD,110057,4/10/2017,4/7/2017,3/4/2018,4580,3/8/2018,8
2997084,AN,22,400104,233,233,131,A,ADLD,382481,4/24/2017,4/22/2017,3/19/2018,4581,3/23/2018,12
2850979,AN,22,400104,233,233,131,A,ADLD,411006,4/24/2017,4/22/2017,2/8/2018,4581,2/13/2018,11
2879946,AN,21,110015,233,233,131,B,ADLD,134003,6/19/2017,6/17/2017,2/17/2018,4580,2/20/2018,16
2928566,AN,22,400104,233,233,131,B,ADLD,403802,4/15/2017,4/12/2017,3/1/2018,4581,3/8/2018,12
2827698,AE,7,500004,233,233,228,D,ADLD,521151,8/25/2017,9/17/2016,2/1/2018,4476,2/5/2018,11
2912654,C,3,560011,233,233,228,A,ADLD,560068,2/1/2018,1/14/2018,2/27/2018,4469,3/7/2018,14
2867871,AN,7,500004,233,233,131,C,ADLD,530009,4/11/2017,4/9/2017,2/14/2018,4403,2/20/2018,13
2907087,AJ,2,110018,233,233,228,A,ADLD,110064,5/28/2017,5/8/2017,2/25/2018,4388,2/27/2018,12
2990478,C,8,700064,233,233,131,A,ADLD,700046,11/12/2017,11/12/2017,3/17/2018,4511,3/19/2018,14
3023418,AJ,25,560037,233,245,131,A,ADLD,560070,10/12/2016,10/12/2016,3/26/2018,4460,3/31/2018,10
2839983,AN,22,400104,233,233,131,A,ADLD,380016,7/10/2017,6/20/2017,2/5/2018,4581,2/8/2018,17
2970914,AN,21,110015,233,233,131,A,ADLD,110030,5/8/2017,5/5/2017,3/12/2018,4580,3/15/2018,8
3014607,C,2,110018,233,245,228,A,ADLD,110091,1/12/2018,5/21/2017,3/24/2018,4550,4/4/2018,8
2906024,AN,17,800001,233,233,131,B,ADLD,848101,6/1/2017,5/29/2017,2/24/2018,4538,2/27/2018,16
2978936,AN,8,700064,233,233,131,A,ADLD,711101,1/29/2018,1/24/2017,3/14/2018,4508,3/20/2018,9
2838264,C,2,110018,233,233,228,A,ADLD,121003,7/31/2017,8/14/2016,2/4/2018,4550,2/8/2018,10
2831070,AN,22,400104,233,233,131,B,ADLD,390019,9/25/2017,9/15/2017,2/2/2018,4581,2/6/2018,15
2846831,AJ,8,700064,233,233,131,A,ADLD,700061,2/27/2017,2/27/2017,2/6/2018,4499,2/8/2018,11
2844904,AN,4,600024,233,233,131,A,ADLD,600100,12/23/2017,12/19/2017,2/6/2018,4490,2/16/2018,9
2823728,C,6,160059,233,233,131,A,ADLD,160062,4/16/2017,4/16/2017,1/31/2018,4549,2/10/2018,14
2884213,AJ,2,110018,233,233,228,B,ADLD,248001,1/17/2018,5/2/2017,2/19/2018,4388,2/21/2018,13
2858581,AI,2,110018,233,233,131,A,ADLD,110059,11/15/2017,11/15/2017,2/10/2018,4388,2/22/2018,14
2879873,AN,21,110015,233,233,131,A,ADLD,201003,1/17/2018,1/16/2018,2/17/2018,4580,2/22/2018,9
2928860,C,2,110018,233,233,131,A,ADLD,110006,3/25/2017,3/17/2017,3/1/2018,4550,3/3/2018,11
2916421,AN,3,560011,233,233,131,A,ADLD,560100,5/3/2017,5/3/2017,2/27/2018,4467,3/3/2018,7
2963530,AN,21,110015,233,233,131,A,ADLD,110025,10/7/2017,10/6/2017,3/10/2018,4580,3/13/2018,9
2982040,AN,21,110015,233,233,131,A,ADLD,110046,5/29/2017,5/25/2017,3/15/2018,4580,3/22/2018,12
2987638,AN,22,400104,233,233,131,A,ADLD,421302,12/21/2017,12/9/2017,3/16/2018,4581,3/22/2018,8
3023342,AJ,23,400001,233,233,131,A,ADLD,400601,5/4/2017,5/4/2017,3/26/2018,4398,3/30/2018,11
2930493,AE,2,110018,233,233,228,B,ADLD,136131,2/4/2018,12/28/2017,3/2/2018,4093,3/18/2018,17
3065268,AN,7,500004,233,233,131,B,ADLD,530002,10/26/2016,10/7/2016,4/7/2018,4403,4/11/2018,14
2988497,AN,26,560066,233,233,131,B,ADLD,585104,11/28/2017,11/27/2017,3/16/2018,5001,3/28/2018,10
3050295,C,2,110018,233,233,131,A,ADLD,122002,12/14/2017,4/29/2017,4/3/2018,4550,4/5/2018,11
2840721,AN,22,400104,233,233,131,A,ADLD,411057,4/10/2017,4/6/2017,2/5/2018,4581,2/9/2018,10
2860966,C,1,400059,233,233,228,A,ADLD,400104,12/28/2017,8/31/2017,2/11/2018,4545,2/13/2018,11
2884001,AN,22,400104,233,233,131,C,ADLD,485001,5/4/2017,4/28/2017,2/18/2018,4581,2/27/2018,11
2979620,AB,1,400059,233,233,131,A,ADLD,400606,1/4/2018,1/4/2018,3/14/2018,4390,3/19/2018,17
2950538,AN,21,110015,233,233,131,C,ADLD,141001,12/5/2017,12/3/2017,3/7/2018,4580,3/24/2018,12
3031010,AN,21,110015,233,233,131,B,ADLD,190010,6/26/2017,6/21/2017,3/28/2018,4580,4/11/2018,12
2907080,C,2,110018,233,233,131,A,ADLD,122001,3/21/2017,2/4/2017,2/25/2018,4550,2/27/2018,11
2993583,AN,21,110015,233,233,131,A,ADLD,122001,9/14/2017,9/11/2017,3/18/2018,4580,3/20/2018,9
2946979,S,24,110092,233,233,131,A,ADLD,700075,11/22/2017,11/22/2017,3/6/2018,4150,3/17/2018,11
3003966,Y,2,110018,233,233,131,A,ADLD,122001,5/24/2017,2/17/2017,3/21/2018,4147,3/27/2018,12
3022008,C,2,110018,308,233,131,A,ADLD,122001,4/22/2017,4/17/2017,3/26/2018,4550,4/5/2018,14
2830526,AN,17,800001,233,233,131,C,ADLD,812001,12/11/2016,12/8/2016,2/2/2018,4538,2/6/2018,21
2831218,AF,9,411016,233,233,131,A,ADLD,411043,2/23/2017,2/21/2017,2/2/2018,4581,2/10/2018,13
2861594,AN,21,110015,233,233,131,A,ADLD,110018,1/21/2018,1/19/2018,2/11/2018,4580,2/15/2018,8
2852567,AA,2,110018,233,233,131,A,ADLD,201301,1/24/2018,1/20/2018,2/8/2018,4150,2/13/2018,12
2893355,AJ,7,500004,233,233,228,A,ADLD,500033,1/29/2018,1/25/2018,2/21/2018,4474,2/24/2018,8
2901372,AA,7,500004,233,233,131,A,ADLD,500019,10/17/2017,10/16/2017,2/23/2018,4479,2/26/2018,11
2922449,AJ,23,400001,233,233,131,A,ADLD,400021,5/13/2017,5/11/2017,2/28/2018,4398,3/7/2018,11
2956560,AI,23,400001,233,233,131,B,ADLD,440027,12/19/2017,12/19/2017,3/8/2018,4398,3/10/2018,17
2957198,AJ,2,110018,233,233,131,A,ADLD,110035,8/12/2017,8/10/2017,3/8/2018,4388,3/10/2018,13
2939033,C,3,560011,233,233,228,A,ADLD,560066,2/11/2018,2/1/2018,3/4/2018,4469,3/10/2018,13
2941815,C,2,110018,233,233,131,A,ADLD,110092,4/13/2017,4/13/2017,3/5/2018,4550,3/14/2018,14
2957503,C,2,110018,233,233,228,B,ADLD,131001,2/6/2018,2/2/2018,3/8/2018,4550,3/15/2018,16
2956082,AJ,8,700064,233,233,131,B,ADLD,734006,2/9/2018,2/9/2018,3/8/2018,4499,3/10/2018,17
3003152,AN,8,700064,233,233,228,A,ADLD,700090,8/24/2017,8/18/2017,3/21/2018,4508,3/23/2018,10
2975604,AN,21,110015,233,233,131,B,ADLD,180004,8/14/2017,8/9/2017,3/13/2018,4580,3/24/2018,13
2999854,AJ,10,226010,233,233,228,B,ADLD,282006,10/14/2017,2/27/2018,3/20/2018,4444,3/25/2018,15
3046618,AJ,25,560037,233,233,131,A,ADLD,560066,5/2/2017,5/2/2017,4/2/2018,4460,4/4/2018,9
2982476,AI,17,800001,233,233,131,C,ADLD,832110,10/13/2017,10/12/2017,3/15/2018,4370,4/1/2018,19
3019687,C,3,560011,233,245,131,A,ADLD,560103,6/17/2017,6/8/2017,3/26/2018,4461,3/31/2018,13
3043077,AN,21,110015,233,245,131,A,ADLD,110093,10/13/2017,10/11/2017,3/31/2018,4580,4/4/2018,8
3054607,C,2,110018,308,233,131,A,ADLD,110016,1/9/2018,1/3/2018,4/4/2018,4091,4/6/2018,14
2973736,S,24,110092,233,233,131,A,ADLD,110015,8/9/2017,11/30/2015,3/13/2018,4150,4/1/2018,13
2844067,AJ,2,110018,233,233,228,A,ADLD,110075,11/12/2017,6/9/2017,2/6/2018,4388,2/10/2018,9
2835764,AN,8,700064,233,233,131,B,ADLD,734001,1/6/2018,10/17/2016,2/3/2018,4508,2/9/2018,11
2835806,AN,21,110015,233,233,131,B,ADLD,121102,11/23/2017,10/20/2017,2/3/2018,4580,2/9/2018,12
3020134,AN,7,500004,233,233,131,B,ADLD,522201,9/5/2017,8/4/2017,3/26/2018,4403,4/2/2018,10
3061373,AJ,6,160059,233,233,131,A,ADLD,160055,5/3/2017,5/2/2017,4/6/2018,4437,4/10/2018,9
2823616,AN,22,400104,233,233,131,A,ADLD,400706,4/23/2016,11/20/2015,1/31/2018,4581,2/24/2018,13
2824788,AJ,2,110018,233,233,228,A,ADLD,110044,4/30/2017,10/26/2016,1/31/2018,4388,2/3/2018,8
2869327,AN,22,400104,233,233,131,B,ADLD,390019,9/5/2017,8/27/2017,2/14/2018,4581,2/18/2018,18
2855117,C,1,400059,233,233,131,A,ADLD,421505,9/3/2017,8/21/2017,2/9/2018,4545,2/14/2018,12
2905621,AN,21,110015,233,233,131,B,ADLD,133001,6/23/2017,6/21/2017,2/24/2018,4580,3/5/2018,15
2939212,AJ,2,110018,233,233,131,A,ADLD,110006,6/18/2017,6/11/2017,3/4/2018,4388,3/9/2018,9
2926929,C,10,226010,233,233,131,B,ADLD,211003,4/17/2017,4/17/2017,3/1/2018,4547,3/5/2018,17
2969096,AJ,2,110018,233,233,228,A,ADLD,201001,2/13/2018,9/30/2017,3/10/2018,4388,3/12/2018,12
2938300,C,1,400059,233,233,228,A,ADLD,400097,1/29/2018,9/21/2017,3/4/2018,4545,3/14/2018,13
3030501,AJ,23,400001,233,233,228,A,ADLD,380001,6/10/2017,6/10/2017,3/28/2018,4398,3/30/2018,9
3017320,T,1,400059,233,233,131,A,ADLD,201301,9/5/2016,7/1/2016,3/25/2018,4011,4/2/2018,23
3050830,AJ,27,110034,233,233,228,A,ADLD,302019,11/11/2017,11/6/2017,4/3/2018,4388,4/5/2018,11
3046927,AI,27,110034,233,233,131,A,ADLD,110018,12/16/2017,12/16/2017,4/2/2018,4388,4/9/2018,10
3054866,AN,21,110015,233,233,228,A,ADLD,110035,9/1/2017,2/22/2018,4/4/2018,4580,4/9/2018,10
2941808,C,2,110018,233,233,131,A,ADLD,201307,11/25/2017,11/11/2017,3/5/2018,4091,4/9/2018,11
3048911,C,8,700064,233,233,131,C,ADLD,713216,7/10/2017,7/3/2017,4/3/2018,4511,4/6/2018,25
3064331,AJ,27,110034,233,233,228,B,ADLD,334001,1/15/2018,1/9/2018,4/7/2018,4388,4/11/2018,11
2871571,AN,3,560011,233,245,131,A,ADLD,560066,12/7/2016,12/6/2016,2/14/2018,4467,2/16/2018,8
2867176,C,2,110018,233,245,131,A,ADLD,110065,1/25/2018,11/17/2017,2/13/2018,4094,2/16/2018,13
3034285,AN,21,110015,233,245,131,A,ADLD,110033,5/3/2017,4/29/2017,3/29/2018,4580,4/4/2018,9
3013897,AJ,8,700064,233,233,131,C,ADLD,753014,12/26/2017,12/26/2017,3/24/2018,4499,4/7/2018,14
2885227,AD,2,110018,233,233,131,A,ADLD,201309,8/21/2017,7/22/2017,2/19/2018,4148,2/22/2018,11
2879025,AJ,4,600024,233,233,228,B,ADLD,635110,12/8/2017,12/3/2017,2/16/2018,4460,3/4/2018,12
2939689,AN,21,110015,233,233,131,A,ADLD,121001,6/12/2017,6/6/2017,3/5/2018,4580,3/7/2018,8
2954181,AN,21,110015,233,233,228,A,ADLD,121001,2/7/2018,12/8/2017,3/8/2018,4580,3/11/2018,11
3000331,AN,22,400104,233,233,131,A,ADLD,400092,10/27/2016,10/20/2016,3/20/2018,4581,3/24/2018,9
2844571,AN,21,110015,233,233,131,C,ADLD,127043,7/21/2017,5/3/2016,2/6/2018,4580,2/21/2018,18
2994184,AE,2,110018,233,233,228,A,ADLD,121005,2/26/2018,2/14/2018,3/18/2018,4093,3/27/2018,11
3041347,AN,22,400104,233,233,131,A,ADLD,411057,11/23/2017,11/22/2017,3/31/2018,4581,4/4/2018,13
3044724,AI,27,110034,233,233,131,B,ADLD,208014,1/11/2018,1/11/2018,4/1/2018,4388,4/4/2018,17
3079622,C,4,600024,233,233,228,A,ADLD,600053,11/30/2017,11/29/2017,4/12/2018,4483,4/14/2018,12
2827519,AN,22,400104,233,233,131,A,ADLD,400067,10/25/2016,10/17/2016,2/1/2018,4581,2/10/2018,15
2943589,AN,21,110015,233,233,131,B,ADLD,135001,4/10/2017,4/5/2017,3/6/2018,4580,3/17/2018,12
2885731,AN,21,110015,233,233,131,C,ADLD,141001,10/11/2017,10/9/2017,2/19/2018,4580,2/26/2018,12
2839916,AN,21,110015,233,233,131,A,ADLD,121004,10/23/2017,10/14/2017,2/5/2018,4580,2/9/2018,8
2838951,AJ,2,110018,233,233,228,A,ADLD,121006,10/30/2017,10/25/2017,2/4/2018,4388,2/7/2018,12
2839306,AN,21,110015,233,233,131,A,ADLD,110059,6/3/2017,6/1/2017,2/5/2018,4580,2/10/2018,8
2832871,AJ,9,411016,233,233,228,A,ADLD,411028,5/2/2017,1/16/2017,2/2/2018,4021,2/9/2018,17
2860520,AD,7,500004,233,233,228,B,ADLD,520013,6/5/2017,5/8/2017,2/10/2018,4478,2/12/2018,16
2892554,C,5,380009,233,233,131,A,ADLD,380054,12/1/2017,11/22/2017,2/21/2018,4546,2/23/2018,15
2905033,G,1,400059,233,233,131,A,ADLD,700054,11/25/2017,11/25/2017,2/24/2018,4504,2/28/2018,13
2940119,AN,22,400104,233,233,131,A,ADLD,400097,7/17/2017,7/13/2017,3/5/2018,4581,3/8/2018,11
2951193,AN,21,110015,233,233,131,A,ADLD,121002,10/2/2017,10/1/2017,3/7/2018,4580,3/20/2018,10
3012207,AJ,8,700064,233,233,131,A,ADLD,700091,5/18/2017,5/18/2017,3/23/2018,4499,3/26/2018,12
3007136,C,3,560011,233,233,131,C,ADLD,571114,11/17/2017,11/17/2017,3/22/2018,4461,3/24/2018,16
3039136,AN,21,110015,233,233,131,C,ADLD,144102,6/28/2017,6/24/2017,3/30/2018,4580,4/3/2018,13
3040017,C,6,160059,233,233,228,B,ADLD,134116,3/8/2018,11/5/2017,3/30/2018,4549,4/7/2018,16
3002099,AI,7,500004,233,233,131,B,ADLD,522006,3/5/2018,3/5/2018,3/20/2018,4474,4/14/2018,13
2961047,AN,22,400104,233,245,131,B,ADLD,392001,3/17/2017,3/15/2017,3/9/2018,4581,3/14/2018,9
3057365,AN,21,110015,233,245,131,A,ADLD,110017,11/7/2017,9/21/2017,4/5/2018,4580,4/17/2018,9
2883454,C,5,380009,233,233,131,C,ADLD,364710,12/18/2015,12/17/2015,2/18/2018,4546,3/22/2018,18
2930758,C,12,302006,233,233,131,B,ADLD,342006,11/23/2017,11/17/2017,3/2/2018,4453,3/6/2018,15
2938643,AE,8,700064,233,233,131,C,ADLD,811311,2/6/2018,3/8/2017,3/4/2018,4503,3/8/2018,15
2991727,C,2,110018,233,233,131,B,ADLD,127021,8/28/2017,10/19/2016,3/17/2018,4094,3/21/2018,14
2986441,AJ,23,400001,233,233,131,A,ADLD,400603,4/9/2016,4/9/2016,3/16/2018,4398,3/22/2018,9
2844359,AN,5,380009,233,233,131,A,ADLD,380051,8/23/2017,6/1/2017,2/6/2018,4422,2/12/2018,9
2970317,AN,22,400104,233,233,131,A,ADLD,380022,2/19/2018,8/31/2016,3/11/2018,4581,3/14/2018,13
3036931,AN,22,400104,233,233,131,A,ADLD,400067,4/8/2017,4/7/2017,3/29/2018,4581,4/1/2018,8
2978428,C,2,110018,233,233,131,A,ADLD,122004,1/11/2018,5/16/2017,3/14/2018,4091,3/20/2018,15
2860898,AN,2,110018,233,233,131,A,ADLD,110084,3/16/2017,3/15/2017,2/11/2018,4147,2/17/2018,11
2859660,AN,22,400104,233,233,131,A,ADLD,380013,4/1/2017,3/30/2017,2/10/2018,4581,3/5/2018,13
2973419,AI,7,500004,233,233,131,B,ADLD,522007,11/10/2017,11/9/2017,3/13/2018,4474,3/24/2018,12
2828946,AN,21,110015,233,233,228,A,ADLD,110029,1/12/2018,3/24/2017,2/1/2018,4580,2/3/2018,9
2865602,AN,21,110015,233,233,131,A,ADLD,201305,2/17/2017,2/15/2017,2/13/2018,4580,2/16/2018,10
2863075,AN,22,400104,233,233,131,B,ADLD,360022,12/5/2017,12/2/2017,2/12/2018,4581,2/15/2018,13
2880915,AN,2,110018,233,233,131,A,ADLD,110025,4/20/2017,4/5/2017,2/17/2018,4147,2/19/2018,11
2828135,C,2,110018,233,233,131,A,ADLD,122017,1/31/2017,4/7/2016,2/1/2018,4094,2/9/2018,15
2894450,AJ,9,411016,233,233,228,A,ADLD,411001,10/30/2017,6/4/2016,2/21/2018,4021,3/1/2018,13
2934475,AN,21,110015,233,233,131,A,ADLD,110055,7/24/2017,7/22/2017,3/3/2018,4580,3/6/2018,14
2943821,AN,8,700064,233,233,131,A,ADLD,700001,6/26/2017,6/24/2017,3/6/2018,4508,3/10/2018,9
2931711,AN,8,700064,233,233,131,B,ADLD,736101,2/3/2018,7/11/2017,3/3/2018,4508,3/13/2018,11
2945163,C,2,110018,233,233,131,C,ADLD,125052,1/31/2018,10/10/2016,3/6/2018,4550,3/9/2018,14
2981257,C,2,110018,233,233,228,A,ADLD,201005,2/27/2018,8/19/2017,3/14/2018,4091,3/19/2018,13
3009981,AJ,25,560037,233,233,131,A,ADLD,560027,1/14/2018,12/30/2017,3/23/2018,4460,3/26/2018,10
3024503,C,9,411016,233,233,228,A,ADLD,411021,7/4/2017,6/22/2017,3/27/2018,4548,4/7/2018,10
3082180,AJ,9,411016,233,233,228,C,ADLD,491001,2/19/2018,9/19/2017,4/13/2018,4021,4/16/2018,15
3055609,AN,26,560066,233,245,131,A,ADLD,560062,9/7/2016,7/13/2016,4/5/2018,5001,4/7/2018,9
2904097,AN,21,110015,233,233,131,B,ADLD,222002,8/16/2017,8/14/2017,2/24/2018,4580,2/27/2018,10
2944939,AJ,2,110018,233,233,131,A,ADLD,110017,12/31/2017,12/31/2017,3/6/2018,4388,3/12/2018,12
2961668,Y,8,700064,233,233,131,B,ADLD,781008,11/10/2017,10/15/2017,3/9/2018,4508,3/17/2018,15
3058904,C,8,700064,233,233,228,A,ADLD,700020,3/22/2018,3/16/2018,4/5/2018,4511,4/12/2018,16
2934359,AN,21,110015,233,233,131,A,ADLD,110040,2/8/2018,1/2/2018,3/3/2018,4580,3/6/2018,9
2876077,AN,7,500004,233,233,131,A,ADLD,500002,5/22/2017,4/13/2017,2/16/2018,4403,2/20/2018,6
2910911,AN,21,110015,233,233,131,B,ADLD,125047,6/29/2017,6/23/2017,2/26/2018,4580,4/2/2018,11
3015094,C,12,302006,233,233,131,A,ADLD,302015,9/26/2017,9/25/2017,3/24/2018,4453,3/30/2018,11
2853568,C,6,160059,233,233,131,C,ADLD,143001,1/12/2018,3/4/2017,2/8/2018,4549,2/10/2018,13
2889242,C,12,302006,233,233,228,B,ADLD,342001,2/1/2018,7/7/2016,2/20/2018,4453,2/23/2018,16
2879463,J,2,110018,233,233,131,A,ADLD,500072,1/25/2018,1/23/2018,2/17/2018,4478,2/23/2018,14
2883471,AN,2,110018,233,233,131,A,ADLD,110085,7/4/2017,7/21/2017,2/18/2018,4147,2/24/2018,11
2996379,AN,8,700064,233,233,131,B,ADLD,781029,10/6/2017,9/29/2017,3/19/2018,4508,3/24/2018,13
2837237,AN,21,110015,233,245,131,A,ADLD,110085,12/31/2017,12/30/2017,2/3/2018,4580,2/9/2018,8
2859878,AE,2,110018,233,233,131,A,ADLD,110034,1/2/2018,1/2/2018,2/10/2018,4093,2/13/2018,11
2840530,AJ,1,400059,233,233,131,A,ADLD,400612,12/24/2017,12/24/2017,2/5/2018,4398,2/9/2018,10
